****************************A04 第 1 轮训练开始****************************
epoch: 1, train_Loss: 4.6280, train_acc: 0.2599
****************************A04 第 2 轮训练开始****************************
epoch: 2, train_Loss: 3.0543, train_acc: 0.2455
****************************A04 第 3 轮训练开始****************************
epoch: 3, train_Loss: 1.6367, train_acc: 0.2202
****************************A04 第 4 轮训练开始****************************
epoch: 4, train_Loss: 1.5329, train_acc: 0.2708
****************************A04 第 5 轮训练开始****************************
epoch: 5, train_Loss: 1.6603, train_acc: 0.2996
****************************A04 第 6 轮训练开始****************************
epoch: 6, train_Loss: 2.2643, train_acc: 0.2708
****************************A04 第 7 轮训练开始****************************
epoch: 7, train_Loss: 1.5662, train_acc: 0.2816
****************************A04 第 8 轮训练开始****************************
epoch: 8, train_Loss: 1.6362, train_acc: 0.2888
****************************A04 第 9 轮训练开始****************************
epoch: 9, train_Loss: 1.4767, train_acc: 0.3321
****************************A04 第 10 轮训练开始****************************
epoch: 10, train_Loss: 1.2641, train_acc: 0.2563
****************************A04 第 11 轮训练开始****************************
epoch: 11, train_Loss: 1.6015, train_acc: 0.3285
****************************A04 第 12 轮训练开始****************************
epoch: 12, train_Loss: 1.3929, train_acc: 0.2708
****************************A04 第 13 轮训练开始****************************
epoch: 13, train_Loss: 1.5001, train_acc: 0.3249
****************************A04 第 14 轮训练开始****************************
epoch: 14, train_Loss: 1.5038, train_acc: 0.3177
****************************A04 第 15 轮训练开始****************************
epoch: 15, train_Loss: 1.4568, train_acc: 0.4260
****************************A04 第 16 轮训练开始****************************
epoch: 16, train_Loss: 1.2508, train_acc: 0.3646
****************************A04 第 17 轮训练开始****************************
epoch: 17, train_Loss: 1.3745, train_acc: 0.3863
****************************A04 第 18 轮训练开始****************************
epoch: 18, train_Loss: 1.3784, train_acc: 0.4296
****************************A04 第 19 轮训练开始****************************
epoch: 19, train_Loss: 1.2500, train_acc: 0.4224
****************************A04 第 20 轮训练开始****************************
epoch: 20, train_Loss: 1.1020, train_acc: 0.4838
****************************A04 第 21 轮训练开始****************************
epoch: 21, train_Loss: 1.0976, train_acc: 0.4982
****************************A04 第 22 轮训练开始****************************
epoch: 22, train_Loss: 1.3349, train_acc: 0.4838
****************************A04 第 23 轮训练开始****************************
epoch: 23, train_Loss: 1.0652, train_acc: 0.5812
****************************A04 第 24 轮训练开始****************************
epoch: 24, train_Loss: 0.9854, train_acc: 0.5199
****************************A04 第 25 轮训练开始****************************
epoch: 25, train_Loss: 1.1023, train_acc: 0.5704
****************************A04 第 26 轮训练开始****************************
epoch: 26, train_Loss: 0.9729, train_acc: 0.6390
****************************A04 第 27 轮训练开始****************************
epoch: 27, train_Loss: 0.9559, train_acc: 0.5848
****************************A04 第 28 轮训练开始****************************
epoch: 28, train_Loss: 0.9664, train_acc: 0.5957
****************************A04 第 29 轮训练开始****************************
epoch: 29, train_Loss: 0.8677, train_acc: 0.6065
